Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
186000,1.4011097,0.00018870036,0.9136755,0.9775280898876404,0.9775280898876404,10.179775280898877
187000,1.4011097,0.00018810037,0.9057069,0.9894736842105263,0.9894736842105263,9.305263157894737
188000,1.4011097,0.00018750035,0.9093992,0.9775280898876404,0.9775280898876404,10.258426966292134
189000,1.4004408,0.00018690036,0.9366627,0.989010989010989,0.989010989010989,9.923076923076923
190000,1.4003143,0.00018630034,0.9282456,0.9680851063829787,0.9680851063829787,9.52127659574468
191000,1.4003143,0.00018570035,0.9257843,0.970873786407767,0.970873786407767,8.553398058252426
192000,1.4003143,0.00018510036,0.9326684,0.9896907216494846,0.9896907216494846,9.154639175257731
193000,1.4003143,0.00018450036,0.9319876,0.9782608695652174,0.9782608695652174,9.76086956521739
194000,1.4003143,0.00018390035,0.9423183,1.0,1.0,11.012195121951219
195000,1.4003143,0.00018330036,0.9313964,0.968421052631579,0.968421052631579,9.378947368421052
196000,1.4003143,0.00018270037,0.93439996,1.0,1.0,9.869565217391305
197000,1.4003143,0.00018210035,0.93713266,0.9894736842105263,0.9894736842105263,9.442105263157895
198000,1.4003143,0.00018150035,0.9347801,0.9791666666666666,0.9791666666666666,9.291666666666666
199000,1.4003143,0.00018090036,0.9288599,0.9578947368421052,0.9578947368421052,9.48421052631579
200000,1.4000351,0.00018030035,0.93513846,0.9897959183673469,0.9897959183673469,8.928571428571429
201000,1.3996023,0.00017970036,0.93600583,0.9801980198019802,0.9801980198019802,8.861386138613861
202000,1.3996023,0.00017910036,0.9346451,0.9905660377358491,0.9905660377358491,8.320754716981131
203000,1.3996023,0.00017850036,0.91857797,0.9702970297029703,0.9702970297029703,8.673267326732674
204000,1.3996023,0.00017790035,0.93147546,0.9906542056074766,0.9906542056074766,8.14018691588785
205000,1.3996023,0.00017730036,0.92903596,1.0,1.0,9.78494623655914
206000,1.3996023,0.00017670036,0.9357367,0.98,0.98,8.89
207000,1.3996023,0.00017610038,0.93629724,1.0,1.0,10.089887640449438
208000,1.3996023,0.00017550036,0.93230355,0.978494623655914,0.978494623655914,9.666666666666666
209000,1.3996023,0.00017490037,0.9348447,1.0,1.0,8.909090909090908
210000,1.3996023,0.00017430037,0.9289812,1.0,1.0,8.909090909090908
211000,1.3996023,0.00017370036,0.9304004,0.978021978021978,0.978021978021978,10.032967032967033
212000,1.3986628,0.00017310036,0.9307527,1.0,1.0,9.326315789473684
213000,1.3985249,0.00017250035,0.9343401,0.9903846153846154,0.9903846153846154,8.490384615384615
214000,1.3985249,0.00017190036,0.9374483,0.9813084112149533,0.9813084112149533,8.177570093457945
215000,1.3985249,0.00017130037,0.9336898,1.0,1.0,8.801980198019802
216000,1.3985249,0.00017070037,0.9357086,0.98989898989899,0.98989898989899,8.94949494949495
217000,1.3985249,0.00017010036,0.9361499,1.0,1.0,9.071428571428571
218000,1.3985249,0.00016950036,0.9419795,0.9907407407407407,0.9907407407407407,8.194444444444445
219000,1.3985249,0.00016890035,0.9321755,0.9902912621359223,0.9902912621359223,8.592233009708737
220000,1.3985249,0.00016830036,0.939932,1.0,1.0,8.333333333333334
221000,1.3985249,0.00016770036,0.93644863,1.0,1.0,8.910891089108912
222000,1.3985249,0.00016710037,0.93795484,1.0,1.0,8.88
223000,1.3981717,0.00016650037,0.93968964,0.9891304347826086,0.9891304347826086,9.717391304347826
224000,1.3973892,0.00016590036,0.93691283,0.98,0.98,8.78
225000,1.3973892,0.00016530037,0.95259804,1.0,1.0,8.045454545454545
226000,1.3973892,0.00016470035,0.93769056,0.9696969696969697,0.9696969696969697,8.8989898989899
227000,1.3973892,0.00016410036,0.9373114,0.9711538461538461,0.9711538461538461,8.403846153846153
228000,1.3973892,0.00016350036,0.94224143,0.9900990099009901,0.9900990099009901,8.94059405940594
229000,1.3973892,0.00016290035,0.9466529,1.0,1.0,9.440860215053764
230000,1.3973892,0.00016230038,0.94312865,0.9803921568627451,0.9803921568627451,8.872549019607844
231000,1.3973892,0.00016170037,0.95454353,1.0,1.0,8.89
232000,1.3973892,0.00016110037,0.94518656,0.9801980198019802,0.9801980198019802,8.772277227722773
233000,1.3973892,0.00016050038,0.9533486,1.0,1.0,8.333333333333334
234000,1.3973892,0.00015990037,0.94513965,1.0,1.0,8.438095238095238
235000,1.3970888,0.00015930035,0.94462234,0.9897959183673469,0.9897959183673469,9.040816326530612
236000,1.396986,0.00015870036,0.94218844,0.9801980198019802,0.9801980198019802,8.841584158415841
237000,1.396986,0.00015810036,0.94330114,1.0,1.0,8.264150943396226
238000,1.396986,0.00015750036,0.9439795,1.0,1.0,8.166666666666666
239000,1.396986,0.00015690037,0.94654405,0.9904761904761905,0.9904761904761905,8.323809523809524
240000,1.396986,0.00015630036,0.9481796,1.0,1.0,8.813725490196079
241000,1.396986,0.00015570037,0.9448889,1.0,1.0,8.81
242000,1.396986,0.00015510038,0.93847233,1.0,1.0,8.811881188118813
243000,1.396986,0.00015450036,0.952655,1.0,1.0,8.320754716981131
244000,1.396986,0.00015390037,0.9455852,0.990909090909091,0.990909090909091,7.8545454545454545
245000,1.396986,0.00015330038,0.94307184,1.0,1.0,8.84
246000,1.396885,0.00015270036,0.94614893,0.990909090909091,0.990909090909091,7.918181818181818
247000,1.3962654,0.00015210037,0.94872993,1.0,1.0,8.718446601941748
248000,1.3962654,0.00015150037,0.95719504,1.0,1.0,8.576923076923077
249000,1.3962654,0.00015090036,0.94118834,0.9813084112149533,0.9813084112149533,8.233644859813085
